CUSTNO,전체 분기 중요 카테고리 top_1,전체 분기 중요 카테고리 top_2
14947,[{'식품/생활_중가': 3155252.8498721975}],[{'식품/생활_저가': 1659378.0904816086}]
14948,[{'식품/생활_중가': 5490044.773165181}],[{'의류/이미용_저가': 1829026.5262962522}]
14949,[{'식품/생활_중가': 8340299.449577805}],[{'식품/생활_고가': 7801461.756804827}]
14950,[{'의류/이미용_중가': 8475665.125957923}],[{'식품/생활_고가': 4656432.40977055}]
14951,[{'식품/생활_중가': 5882444.926890302}],[{'식품/생활_고가': 2567099.659226455}]
14952,[{'식품/생활_중가': 5552169.967946213}],[{'식품/생활_저가': 2502305.432536232}]
14953,[{'가구인테리어/잡화_고가': 6095881.283306784}],[{'식품/생활_중가': 2988152.753067399}]
14954,[{'식품/생활_중가': 2947195.823121048}],[{'교육문화/아동_중가': 1528614.982524443}]
14955,[{'식품/생활_중가': 7206968.184052053}],[{'식품/생활_저가': 2364148.8407728793}]
14956,[{'식품/생활_중가': 6485769.969991249}],[{'의류/이미용_중가': 5853384.8102334}]
14957,[{'식품/생활_중가': 4615790.272671698}],[{'식품/생활_저가': 2049427.8514417475}]
14958,[{'식품/생활_중가': 5085192.561587432}],[{'식품/생활_고가': 1822281.196811123}]
14959,[{'식품/생활_중가': 4064298.3519714116}],[{'의류/이미용_저가': 1304332.3107349668}]
14960,[{'식품/생활_중가': 6893512.082927088}],[{'식품/생활_고가': 2616398.6448891237}]
14961,[{'식품/생활_중가': 3097235.74322195}],[{'의류/이미용_고가': 1850300.9113055672}]
14962,[{'식품/생활_중가': 3340664.7118806257}],[{'의류/이미용_저가': 2571176.4519536216}]
14963,[{'식품/생활_중가': 3664301.4630673667}],[{'식품/생활_저가': 2307680.1949985223}]
14964,[{'식품/생활_중가': 2651989.365180814}],[{'식품/생활_저가': 2045381.2555026985}]
14965,[{'식품/생활_중가': 2351751.879426744}],[{'식품/생활_저가': 1647250.2476698835}]
14966,[{'가전/레저취미/멀티샵_고가': 12849340.347835934}],[{'의류/이미용_중가': 11375739.95884852}]
14967,[{'식품/생활_중가': 805759.3313054062}],[{'의류/이미용_저가': 464688.8720396231}]
14968,[{'의류/이미용_중가': 6739686.40298483}],[{'가구인테리어/잡화_고가': 4225116.19288401}]
14969,[{'식품/생활_중가': 6987177.478149023}],[{'식품/생활_고가': 3614281.20467869}]
14970,[{'식품/생활_중가': 5778570.8005480915}],[{'식품/생활_저가': 1440748.8311541744}]
14971,[{'의류/이미용_중가': 11594728.97762757}],[{'가전/레저취미/멀티샵_중가': 9997200.988334}]
14972,[{'식품/생활_중가': 4101197.4735970628}],[{'식품/생활_저가': 2073193.5535887221}]
14973,[{'식품/생활_중가': 5871614.567516014}],[{'식품/생활_고가': 4534219.248941646}]
14974,[{'식품/생활_중가': 3475613.9886394297}],[{'식품/생활_저가': 2416158.9539929135}]
14975,[{'식품/생활_중가': 2851719.6078183865}],[{'식품/생활_고가': 2064780.6704469977}]
14976,[{'식품/생활_중가': 6591564.601050371}],[{'의류/이미용_저가': 3475334.6804266036}]
14977,[{'가구인테리어/잡화_고가': 6605067.40571759}],[{'의류/이미용_중가': 3763343.411022345}]
14978,[{'식품/생활_중가': 4121045.986751092}],[{'가전/레저취미/멀티샵_중가': 2483913.8772783736}]
14979,[{'식품/생활_중가': 6550040.374780905}],[{'식품/생활_고가': 2240354.3766335193}]
14980,[{'식품/생활_중가': 5130047.731273514}],[{'식품/생활_저가': 2166370.9453621996}]
14981,[{'식품/생활_중가': 10565754.094749238}],[{'교육문화/아동_중가': 2665731.7585772453}]
14982,[{'식품/생활_중가': 6187453.569874098}],[{'식품/생활_저가': 3085615.4563874793}]
14983,[{'식품/생활_중가': 2801878.8054170525}],[{'의류/이미용_고가': 2492629.3417551536}]
14984,[{'의류/이미용_중가': 23308980.482196774}],[{'가구인테리어/잡화_고가': 15651503.607874487}]
14985,[{'식품/생활_중가': 3009870.1416467167}],[{'의류/이미용_저가': 2108793.350834418}]
14986,[{'식품/생활_중가': 5268578.947164271}],[{'의류/이미용_저가': 1756744.924704033}]
14987,[{'식품/생활_중가': 9006050.834609566}],[{'식품/생활_저가': 2218802.3370078765}]
14988,[{'식품/생활_중가': 5582989.538930355}],[{'식품/생활_고가': 2008189.7019795966}]
14989,[{'식품/생활_중가': 5366433.7835591715}],[{'식품/생활_저가': 2334908.639356392}]
14990,[{'의류/이미용_저가': 3842323.0443470543}],[{'식품/생활_중가': 1686642.393885452}]
14991,[{'식품/생활_중가': 3335208.1218280056}],[{'식품/생활_저가': 2479317.665601188}]
14992,[{'침구/주방_고가': 17176705.094965532}],[{'의류/이미용_고가': 13437920.713576043}]
14993,[{'식품/생활_중가': 2822392.3217295827}],[{'의류/이미용_저가': 2367290.0126179485}]
14994,[{'식품/생활_중가': 7331480.041517717}],[{'식품/생활_저가': 2214161.3020737357}]
14995,[{'가구인테리어/잡화_고가': 35871851.088618375}],[{'식품/생활_중가': 9458961.604657812}]
14996,[{'식품/생활_중가': 4510600.861477061}],[{'의류/이미용_저가': 2945917.4534494886}]
14997,[{'식품/생활_중가': 6799394.843085863}],[{'식품/생활_저가': 2215416.3704219563}]
14998,[{'식품/생활_중가': 4651332.047483813}],[{'식품/생활_저가': 3076843.873120707}]
14999,[{'가구인테리어/잡화_고가': 52889064.39476991}],[{'의류/이미용_중가': 42473191.201554805}]
15001,[{'식품/생활_중가': 5086411.354179315}],[{'식품/생활_저가': 3283779.2854177197}]
15002,[{'식품/생활_중가': 6332836.227900639}],[{'식품/생활_고가': 1247549.685031555}]
15003,[{'식품/생활_중가': 6415567.660544476}],[{'식품/생활_고가': 2081221.976457412}]
15004,[{'식품/생활_중가': 5433344.686232716}],[{'식품/생활_저가': 1616522.4200661879}]
15005,[{'식품/생활_중가': 3294485.8732949644}],[{'식품/생활_고가': 1844807.3389601342}]
15006,[{'식품/생활_중가': 5121023.732140794}],[{'식품/생활_저가': 2151139.5321585136}]
15007,[{'식품/생활_중가': 3622007.144513184}],[{'의류/이미용_중가': 2709081.6445211195}]
15008,[{'식품/생활_중가': 6487373.7298112195}],[{'식품/생활_저가': 1559973.8189687736}]
15009,[{'의류/이미용_고가': 7208701.552956704}],[{'식품/생활_중가': 4525869.285764723}]
15010,[{'식품/생활_저가': 2289382.2625350864}],[{'식품/생활_중가': 2188248.0070268568}]
15011,[{'식품/생활_중가': 11742300.0797177}],[{'식품/생활_저가': 3918182.3259539832}]
15012,[{'식품/생활_중가': 5980908.1404699385}],[{'식품/생활_고가': 3769891.761395893}]
15013,[{'의류/이미용_중가': 5609055.613757194}],[{'식품/생활_중가': 3930067.2899679267}]
15014,[{'식품/생활_중가': 6097860.090238233}],[{'식품/생활_저가': 3180089.108932724}]
15015,[{'식품/생활_중가': 4470061.341233541}],[{'식품/생활_고가': 2819722.975149822}]
15016,[{'식품/생활_중가': 2759426.4434282742}],[{'식품/생활_저가': 1832664.648022391}]
15017,[{'식품/생활_중가': 4570581.352726657}],[{'식품/생활_고가': 2251097.6986700073}]
15018,[{'식품/생활_중가': 6109928.105597064}],[{'식품/생활_저가': 2858483.741646982}]
15019,[{'식품/생활_중가': 8402466.225011067}],[{'식품/생활_저가': 4092717.8401206797}]
15020,[{'식품/생활_중가': 7107755.066608737}],[{'식품/생활_고가': 4134124.640575224}]
15021,[{'의류/이미용_중가': 53630844.76508755}],[{'가구인테리어/잡화_고가': 50407981.18153064}]
15022,[{'식품/생활_중가': 7167274.947063884}],[{'식품/생활_저가': 4171731.236266478}]
15023,[{'식품/생활_중가': 8357511.704147825}],[{'교육문화/아동_중가': 4466358.284244365}]
15024,[{'의류/이미용_중가': 18365738.976709343}],[{'식품/생활_중가': 4590350.91136091}]
15025,[{'의류/이미용_중가': 8341775.973499816}],[{'가구인테리어/잡화_고가': 5799227.550337294}]
15026,[{'식품/생활_중가': 6228361.292493}],[{'식품/생활_고가': 2427002.7401036057}]
15027,[{'식품/생활_중가': 2107079.2534305565}],[{'식품/생활_저가': 1372034.4413527818}]
15028,[{'식품/생활_중가': 7574804.764589874}],[{'의류/이미용_저가': 622130.0508230104}]
15029,[{'식품/생활_중가': 7861714.457089455}],[{'의류/이미용_저가': 3039526.156889408}]
15030,[{'식품/생활_중가': 6078315.864336437}],[{'의류/이미용_중가': 4059790.7173545985}]
15031,[{'가구인테리어/잡화_고가': 14289018.354013097}],[{'의류/이미용_중가': 12073102.455971293}]
15032,[{'식품/생활_중가': 7203487.9888430955}],[{'의류/이미용_고가': 6339600.282207839}]
15033,[{'식품/생활_중가': 5185798.582974425}],[{'식품/생활_저가': 2763816.4186597723}]
15034,[{'식품/생활_중가': 8855241.689509897}],[{'의류/이미용_저가': 2457672.01632254}]
15035,[{'식품/생활_중가': 4524348.605526151}],[{'의류/이미용_중가': 1880401.0045452262}]
15036,[{'식품/생활_중가': 6791250.205548786}],[{'식품/생활_저가': 2286106.216952183}]
15037,[{'식품/생활_중가': 4533536.726990717}],[{'식품/생활_고가': 2315967.677350346}]
15038,[{'가구인테리어/잡화_중가': 69866767.57177615}],[{'의류/이미용_중가': 11361986.57899436}]
15039,[{'식품/생활_중가': 5498055.641049215}],[{'의류/이미용_저가': 1319524.0100268903}]
15041,[{'의류/이미용_중가': 17755606.405506115}],[{'의류/이미용_고가': 15638928.500128282}]
15043,[{'식품/생활_중가': 6540429.252918926}],[{'식품/생활_고가': 1409865.0788374108}]
15044,[{'식품/생활_중가': 4430641.741884811}],[{'가전/레저취미/멀티샵_중가': 3616989.628272892}]
15046,[{'가전/레저취미/멀티샵_고가': 17176167.73593296}],[{'의류/이미용_중가': 10175808.88796905}]
15047,[{'식품/생활_중가': 7576252.207685235}],[{'식품/생활_저가': 3252446.437576292}]
15049,[{'가구인테리어/잡화_고가': 25213120.47931444}],[{'의류/이미용_중가': 23626645.144084714}]
15050,[{'의류/이미용_중가': 3405098.708955316}],[{'식품/생활_중가': 2963945.5675569163}]
15051,[{'식품/생활_중가': 4770140.456935361}],[{'식품/생활_저가': 2561624.153558176}]
15052,[{'가전/레저취미/멀티샵_고가': 34488882.665530555}],[{'가구인테리어/잡화_고가': 31935158.68135644}]
15053,[{'의류/이미용_중가': 4660223.439503089}],[{'식품/생활_중가': 4096985.9328441913}]
15054,[{'식품/생활_중가': 2625135.593458511}],[{'식품/생활_저가': 490972.68169282796}]
15056,[{'의류/이미용_중가': 57685760.53769193}],[{'가구인테리어/잡화_고가': 18927778.65949033}]
15057,[{'식품/생활_중가': 2769538.7855743538}],[{'식품/생활_저가': 1606256.7924299578}]
15058,[{'의류/이미용_저가': 5095660.181595486}],[{'식품/생활_중가': 4311243.451105185}]
15059,[{'의류/이미용_중가': 32718680.247805566}],[{'가전/레저취미/멀티샵_고가': 7646101.259895201}]
15060,[{'식품/생활_중가': 3650917.7313155998}],[{'식품/생활_저가': 1813818.7494239293}]
15061,[{'식품/생활_중가': 5105353.225427706}],[{'식품/생활_저가': 3142172.06327799}]
15062,[{'식품/생활_중가': 3952531.760730282}],[{'식품/생활_저가': 1603141.89281244}]
15063,[{'가전/레저취미/멀티샵_고가': 18743217.854426995}],[{'침구/주방_고가': 13425231.002952546}]
15064,[{'의류/이미용_중가': 20873292.503644038}],[{'식품/생활_중가': 7434659.897642691}]
15065,[{'식품/생활_중가': 2365478.557790474}],[{'가구인테리어/잡화_중가': 1418179.8264517803}]
15066,[{'식품/생활_중가': 7931169.364701614}],[{'식품/생활_저가': 2455590.9984877543}]
15067,[{'식품/생활_중가': 7343910.941891549}],[{'식품/생활_저가': 2293052.229125021}]
15068,[{'식품/생활_중가': 8066606.764289023}],[{'식품/생활_저가': 4342293.394053404}]
15069,[{'식품/생활_중가': 4719088.047003669}],[{'의류/이미용_중가': 2301358.5044878996}]
15070,[{'의류/이미용_중가': 4361497.050848216}],[{'의류/이미용_고가': 2894638.140381612}]
15071,[{'식품/생활_중가': 3560166.924604551}],[{'식품/생활_고가': 2545343.0722727366}]
15072,[{'식품/생활_중가': 8058164.617612756}],[{'식품/생활_저가': 1247019.7700927355}]
15073,[{'의류/이미용_중가': 22141338.893876106}],[{'식품/생활_중가': 8424155.244069183}]
15074,[{'식품/생활_중가': 3936428.522799791}],[{'식품/생활_고가': 962615.4628272909}]
15077,[{'침구/주방_고가': 11310776.983310759}],[{'의류/이미용_중가': 11194742.023706168}]
15078,[{'가구인테리어/잡화_고가': 28750756.252752595}],[{'식품/생활_중가': 4648387.304275733}]
15079,[{'식품/생활_중가': 7386222.496399897}],[{'의류/이미용_고가': 2949253.2130304305}]
15080,[{'식품/생활_중가': 8762120.873654308}],[{'식품/생활_저가': 3014185.5455997223}]
15081,[{'식품/생활_중가': 7429233.101712381}],[{'식품/생활_저가': 2952739.3814594056}]
15082,[{'식품/생활_중가': 4519569.314493451}],[{'식품/생활_저가': 2522126.9566651145}]
15083,[{'식품/생활_중가': 4997035.868549556}],[{'식품/생활_저가': 2339674.821215176}]
15084,[{'식품/생활_중가': 5457064.007665118}],[{'의류/이미용_저가': 4668934.620216297}]
15085,[{'의류/이미용_저가': 3598248.638357521}],[{'식품/생활_중가': 2561565.2957171807}]
15086,[{'가전/레저취미/멀티샵_저가': 10347348.656042578}],[{'식품/생활_중가': 3726497.0786403534}]
15087,[{'식품/생활_중가': 10503984.566169895}],[{'식품/생활_저가': 3210965.3981073}]
15088,[{'가전/레저취미/멀티샵_중가': 16731466.115773426}],[{'식품/생활_중가': 5273577.948787737}]
15089,[{'의류/이미용_중가': 14102317.361409292}],[{'의류/이미용_고가': 8003531.136467622}]
15090,[{'식품/생활_중가': 4107526.867669766}],[{'식품/생활_고가': 3012192.2130500143}]
15091,[{'가전/레저취미/멀티샵_중가': 19644283.121777836}],[{'교육문화/아동_중가': 11612749.308843814}]
15092,[{'식품/생활_중가': 5179522.920493056}],[{'식품/생활_저가': 1546338.6319948758}]
15093,[{'식품/생활_중가': 4920333.909696065}],[{'의류/이미용_중가': 3019057.084576771}]
15094,[{'식품/생활_중가': 4528381.375627641}],[{'의류/이미용_저가': 3948067.3950918154}]
15095,[{'식품/생활_중가': 6228471.580135765}],[{'식품/생활_저가': 3102604.763887493}]
15096,[{'식품/생활_중가': 5997098.018697615}],[{'식품/생활_저가': 3026436.8261590567}]
15097,[{'식품/생활_중가': 6319860.763632787}],[{'식품/생활_고가': 2952457.413473888}]
15099,[{'식품/생활_중가': 6817699.278165624}],[{'식품/생활_저가': 1506702.3769679298}]
15101,[{'식품/생활_중가': 3446928.524352876}],[{'식품/생활_저가': 2400115.1565973787}]
15102,[{'의류/이미용_중가': 7197712.710848527}],[{'의류/이미용_고가': 5296111.342485548}]
15103,[{'식품/생활_중가': 4634404.9629546385}],[{'의류/이미용_중가': 2527955.923847682}]
15104,[{'의류/이미용_저가': 4803960.219372959}],[{'식품/생활_중가': 1498194.0079592168}]
15105,[{'식품/생활_중가': 5453095.062226573}],[{'식품/생활_저가': 1958568.3784952841}]
15107,[{'식품/생활_중가': 3704170.546931509}],[{'의류/이미용_중가': 1588086.9368942461}]
15108,[{'의류/이미용_저가': 491453.43443369056}],[{'식품/생활_저가': 481964.4752831788}]
15109,[{'의류/이미용_중가': 9868292.772566628}],[{'가구인테리어/잡화_중가': 2149582.0762165803}]
15110,[{'의류/이미용_중가': 10785696.899114972}],[{'식품/생활_중가': 5909168.890416057}]
15111,[{'식품/생활_중가': 6229625.298922714}],[{'식품/생활_고가': 1719742.0750201931}]
15112,[{'식품/생활_중가': 6542548.094724139}],[{'식품/생활_저가': 3192539.399960707}]
15113,[{'식품/생활_중가': 6508792.202067263}],[{'식품/생활_저가': 2980617.8445927682}]
15114,[{'식품/생활_중가': 9067774.34453934}],[{'식품/생활_고가': 4834490.437648624}]
15115,[{'식품/생활_중가': 7629425.62647775}],[{'의류/이미용_중가': 6378658.922302945}]
15116,[{'식품/생활_중가': 7843820.6410896145}],[{'식품/생활_저가': 2402064.0799209652}]
15117,[{'식품/생활_중가': 4650234.673308831}],[{'식품/생활_저가': 1082498.8510954827}]
15118,[{'식품/생활_중가': 5831695.602739946}],[{'식품/생활_고가': 3507208.2103060856}]
15119,[{'가구인테리어/잡화_고가': 157411646.81927368}],[{'의류/이미용_중가': 15061276.502929123}]
